"source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","taxon","type","lat","lon","contact"
"bio.acousti.ca","11062","Edward Baker","23","2014-12-08 14:40","view","http://bio.acousti.ca/sites/default/files/896_9_Conocephalus_discolor_61r4.wav","http://bio.acousti.ca/node/11062","0","16","Conocephalus discolor","Voice Introduction","","","23"
"bio.acousti.ca","10309","Edward Baker","26","2014-12-08 15:00","view","http://bio.acousti.ca/sites/default/files/578_11_Conocephalus_discolor_788a_8-Nov.wav","http://bio.acousti.ca/node/10309","0","45","Conocephalus discolor","Voice Introduction","","","26"
"bio.acousti.ca","10309","Edward Baker","27","2014-12-08 15:01","view","http://bio.acousti.ca/sites/default/files/578_11_Conocephalus_discolor_788a_8-Nov.wav","http://bio.acousti.ca/node/10309","46","167","Conocephalus discolor","Call","","","27"
"bio.acousti.ca","11086","Edward Baker","50","2014-12-09 12:16","view","http://bio.acousti.ca/sites/default/files/899_3_Gryllotalpa_orientalis_111.wav","http://bio.acousti.ca/node/11086","0","38","Gryllotalpa orientalis","Voice Introduction","","","50"
"bio.acousti.ca","11086","Edward Baker","51","2014-12-09 12:18","view","http://bio.acousti.ca/sites/default/files/899_3_Gryllotalpa_orientalis_111.wav","http://bio.acousti.ca/node/11086","47","50","Gryllotalpa orientalis","Call","","","51"
"bio.acousti.ca","11114","Edward Baker","52","2014-12-09 12:22","view","http://bio.acousti.ca/sites/default/files/900_6_Gryllotalpa_orientalis_125.wav","http://bio.acousti.ca/node/11114","0","39","Gryllotalpa orientalis","Voice Introduction","","","52"
"bio.acousti.ca","11114","Edward Baker","53","2014-12-09 12:23","view","http://bio.acousti.ca/sites/default/files/900_6_Gryllotalpa_orientalis_125.wav","http://bio.acousti.ca/node/11114","41","71","Gryllotalpa orientalis","Call","","","53"
"bio.acousti.ca","11113","Edward Baker","54","2014-12-09 12:25","view","http://bio.acousti.ca/sites/default/files/900_5_Gryllotalpa_orientalis_125.wav","http://bio.acousti.ca/node/11113","0","40","Gryllotalpa orientalis","Voice Introduction","","","54"
"bio.acousti.ca","11113","Edward Baker","55","2014-12-09 12:26","view","http://bio.acousti.ca/sites/default/files/900_5_Gryllotalpa_orientalis_125.wav","http://bio.acousti.ca/node/11113","41","71","Gryllotalpa orientalis","Call","","","55"
"bio.acousti.ca","11108","Edward Baker","56","2014-12-09 13:05","view","http://bio.acousti.ca/sites/default/files/899_25_Gryllotalpa_orientalis_113.wav","http://bio.acousti.ca/node/11108","0","35","Gryllotalpa orientalis","Voice Introduction","","","56"
"bio.acousti.ca","11108","Edward Baker","57","2014-12-09 13:06","view","http://bio.acousti.ca/sites/default/files/899_25_Gryllotalpa_orientalis_113.wav","http://bio.acousti.ca/node/11108","42","72","Gryllotalpa orientalis","Call","","","57"
"bio.acousti.ca","11085","Edward Baker","58","2014-12-09 13:07","view","http://bio.acousti.ca/sites/default/files/899_2_Gryllotalpa_orientalis_110.wav","http://bio.acousti.ca/node/11085","0","32","Gryllotalpa orientalis","Voice Introduction","","","58"
"bio.acousti.ca","10753","Edward Baker","61","2014-12-09 13:10","view","http://bio.acousti.ca/sites/default/files/585_1_Gryllotalpa_vineae_820a.wav","http://bio.acousti.ca/node/10753","0","44","Gryllotalpa vineae","Voice Introduction","","","61"
"bio.acousti.ca","10753","Edward Baker","62","2017-03-12 12:37","view","http://bio.acousti.ca/sites/default/files/585_1_Gryllotalpa_vineae_820a.wav","http://bio.acousti.ca/node/10753","44","53","Gryllotalpa vineae","Call","","","62"
"bio.acousti.ca","10754","Edward Baker","63","2014-12-09 13:12","view","http://bio.acousti.ca/sites/default/files/585_2_Gryllotalpa_vineae_820b.wav","http://bio.acousti.ca/node/10754","0","4","Gryllotalpa vineae","Voice Introduction","","","63"
"bio.acousti.ca","10754","Edward Baker","64","2014-12-09 13:13","view","http://bio.acousti.ca/sites/default/files/585_2_Gryllotalpa_vineae_820b.wav","http://bio.acousti.ca/node/10754","5","23","Gryllotalpa vineae","Call","","","64"
"bio.acousti.ca","10755","Edward Baker","65","2014-12-09 13:14","view","http://bio.acousti.ca/sites/default/files/585_3_Gryllotalpa_vineae_821a.wav","http://bio.acousti.ca/node/10755","0","39","Gryllotalpa vineae","Voice Introduction","","","65"
"bio.acousti.ca","10755","Edward Baker","66","2014-12-09 13:15","view","http://bio.acousti.ca/sites/default/files/585_3_Gryllotalpa_vineae_821a.wav","http://bio.acousti.ca/node/10755","38","60","Gryllotalpa vineae","Call","","","66"
"bio.acousti.ca","10756","Edward Baker","67","2014-12-09 13:15","view","http://bio.acousti.ca/sites/default/files/585_4_Gryllotalpa_vineae_821b.wav","http://bio.acousti.ca/node/10756","0","3","Gryllotalpa vineae","Voice Introduction","","","67"
"bio.acousti.ca","10756","Edward Baker","68","2014-12-09 13:16","view","http://bio.acousti.ca/sites/default/files/585_4_Gryllotalpa_vineae_821b.wav","http://bio.acousti.ca/node/10756","4","34","Gryllotalpa vineae","Call","","","68"
"bio.acousti.ca","11131","Edward Baker","69","2014-12-10 14:04","view","http://bio.acousti.ca/sites/default/files/992_2_Heteropteryx_dilatata_187a.wav","http://bio.acousti.ca/node/11131","0","38","Heteropteryx dilatata","Voice Introduction","","","69"
"bio.acousti.ca","11131","Edward Baker","70","2014-12-10 14:06","view","http://bio.acousti.ca/sites/default/files/992_2_Heteropteryx_dilatata_187a.wav","http://bio.acousti.ca/node/11131","48","54","Heteropteryx dilatata","Threat Response","","","70"
"bio.acousti.ca","11778","Edward Baker","72","2014-12-12 12:25","view","http://bio.acousti.ca/sites/default/files/MHV%20973%20P.haglundi%20nr%20Barberton%20%232.wav","http://bio.acousti.ca/content/9732-platypleura-haglundi","0","3.639568","Platypleura haglundi","Voice Introduction","","","72"
"bio.acousti.ca","11778","Edward Baker","73","2014-12-12 12:26","view","http://bio.acousti.ca/sites/default/files/MHV%20973%20P.haglundi%20nr%20Barberton%20%232.wav","http://bio.acousti.ca/content/9732-platypleura-haglundi","3.639568","4.529463","Platypleura haglundi","Extraneous Noise","","","73"
"bio.acousti.ca","11436","Edward Baker","79","2014-12-12 14:24","view","http://bio.acousti.ca/sites/default/files/MHV%20937%20A.zuluensis%20Trafalgar.wav","http://bio.acousti.ca/content/937-platypleura-argentata","0","2.427514","Platypleura argentata","Extraneous Noise","","","79"
"bio.acousti.ca","11436","Edward Baker","80","2014-12-12 14:27","view","http://bio.acousti.ca/sites/default/files/MHV%20937%20A.zuluensis%20Trafalgar.wav","http://bio.acousti.ca/content/937-platypleura-argentata","2.450014","6.513506","Platypleura argentata","Voice Introduction","","","80"
"bio.acousti.ca","11778","Edward Baker","85","2014-12-20 14:15","view","http://bio.acousti.ca/sites/default/files/MHV%20973%20P.haglundi%20nr%20Barberton%20%232.wav","http://bio.acousti.ca/content/9732-platypleura-haglundi","4.529463"," 41.1351","Platypleura haglundi","Call","","","85"
"bio.acousti.ca","11778","Edward Baker","86","2014-12-20 14:16","view","http://bio.acousti.ca/sites/default/files/MHV%20973%20P.haglundi%20nr%20Barberton%20%232.wav","http://bio.acousti.ca/content/9732-platypleura-haglundi","4.924416","5.04940","Platypleura haglundi","Call","","","86"
"bio.acousti.ca","11473","Edward Baker","89","2014-12-29 14:11","view","http://bio.acousti.ca/sites/default/files/MHV%20940%20M.furva%20nr%20Vivo.wav","http://bio.acousti.ca/content/940-munza-furva","0","4.555306","Munza furva","Voice Introduction","","","89"
"bio.acousti.ca","11473","Edward Baker","90","2014-12-29 14:13","view","http://bio.acousti.ca/sites/default/files/MHV%20940%20M.furva%20nr%20Vivo.wav","http://bio.acousti.ca/content/940-munza-furva","4.555306","6.045895","Munza furva","Call (with extraneous noise)","","","90"
"bio.acousti.ca","11473","Edward Baker","91","2014-12-29 14:15","view","http://bio.acousti.ca/sites/default/files/MHV%20940%20M.furva%20nr%20Vivo.wav","http://bio.acousti.ca/content/940-munza-furva","6.045895","60.1","Munza furva","Call","","","91"
"bio.acousti.ca","11473","Edward Baker","92","2014-12-29 14:17","view","http://bio.acousti.ca/sites/default/files/MHV%20940%20M.furva%20nr%20Vivo.wav","http://bio.acousti.ca/content/940-munza-furva","22.62055","26.96567","Munza furva","Call","","","92"
"bio.acousti.ca","11473","Edward Baker","93","2014-12-29 14:18","view","http://bio.acousti.ca/sites/default/files/MHV%20940%20M.furva%20nr%20Vivo.wav","http://bio.acousti.ca/content/940-munza-furva","26.54443","26.66846","Munza furva","Single echeme","","","93"
"bio.acousti.ca","11472","Edward Baker","94","2014-12-29 14:22","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","0","2.147902","Munza furva","Call (with extraneous noise)","","","94"
"bio.acousti.ca","11472","Edward Baker","95","2014-12-29 14:23","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","2.147902","5.867373","Munza furva","Voice Introduction","","","95"
"bio.acousti.ca","11472","Edward Baker","96","2014-12-29 14:24","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","5.867373","11.14609","Munza furva","Call","","","96"
"bio.acousti.ca","11472","Edward Baker","97","2014-12-29 14:25","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","11.14609","50.95586","Munza furva","Call (with extraneous noise)","","","97"
"bio.acousti.ca","11472","Edward Baker","98","2014-12-29 14:26","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","50.95586","57.24453","Munza furva","Call","","","98"
"bio.acousti.ca","11472","Edward Baker","99","2014-12-29 14:28","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","57.24453","81.56657","Munza furva","Call (with extraneous noise)","","","99"
"bio.acousti.ca","11472","Edward Baker","100","2014-12-29 14:28","view","http://bio.acousti.ca/sites/default/files/MHV%20939%20M.furva%20nr%20Tzaneen.wav","http://bio.acousti.ca/content/939-munza-furva","81.56657","87.5","Munza furva","Call","","","100"
"bio.acousti.ca","11471","Edward Baker","101","2014-12-29 14:31","view","http://bio.acousti.ca/sites/default/files/MHV%20989%20P.maytenophila%20nr%20Jozini.wav","http://bio.acousti.ca/content/989-platypleura-divisa","0","2.861029","Platypleura divisa","Voice Introduction","","","101"
"bio.acousti.ca","11471","Edward Baker","102","2014-12-29 14:33","view","http://bio.acousti.ca/sites/default/files/MHV%20989%20P.maytenophila%20nr%20Jozini.wav","http://bio.acousti.ca/content/989-platypleura-divisa","2.861029","56.21319","Platypleura divisa","Call","","","102"
"bio.acousti.ca","11471","Edward Baker","103","2014-12-29 14:34","view","http://bio.acousti.ca/sites/default/files/MHV%20989%20P.maytenophila%20nr%20Jozini.wav","http://bio.acousti.ca/content/989-platypleura-divisa","3.943008","4.016675","Platypleura divisa","Single echeme","","","103"
"bio.acousti.ca","11470","Edward Baker","104","2014-12-29 14:36","view","http://bio.acousti.ca/sites/default/files/MHV%20983%20P.divisa%20nr%20Piet%20Retief.wav","http://bio.acousti.ca/content/983-platypleura-divisa","0","5.308466","Platypleura divisa","Voice Introduction","","","104"
"bio.acousti.ca","11470","Edward Baker","105","2014-12-29 14:37","view","http://bio.acousti.ca/sites/default/files/MHV%20983%20P.divisa%20nr%20Piet%20Retief.wav","http://bio.acousti.ca/content/983-platypleura-divisa","5.308466","34.71160","Platypleura divisa","Call","","","105"
"bio.acousti.ca","11470","Edward Baker","106","2014-12-29 14:38","view","http://bio.acousti.ca/sites/default/files/MHV%20983%20P.divisa%20nr%20Piet%20Retief.wav","http://bio.acousti.ca/content/983-platypleura-divisa","34.71160","49.45997","Platypleura divisa","Call (with extraneous noise)","","","106"
"bio.acousti.ca","11470","Edward Baker","107","2014-12-29 14:39","view","http://bio.acousti.ca/sites/default/files/MHV%20983%20P.divisa%20nr%20Piet%20Retief.wav","http://bio.acousti.ca/content/983-platypleura-divisa","49.45997","60.5","Platypleura divisa","Call","","","107"
"bio.acousti.ca","11470","Edward Baker","108","2014-12-29 14:39","view","http://bio.acousti.ca/sites/default/files/MHV%20983%20P.divisa%20nr%20Piet%20Retief.wav","http://bio.acousti.ca/content/983-platypleura-divisa","31.39889","31.91697","Platypleura divisa","Single echeme","","","108"
"bio.acousti.ca","11469","Edward Baker","109","2014-12-29 14:43","view","http://bio.acousti.ca/sites/default/files/MHV%20982%20P.divisa%20nr%20Barberton%20%28check%20ID%29.wav","http://bio.acousti.ca/content/982-platypleura-divisa","0","4.883033","Platypleura divisa","Voice Introduction","","","109"
"bio.acousti.ca","11469","Edward Baker","110","2014-12-29 14:45","view","http://bio.acousti.ca/sites/default/files/MHV%20982%20P.divisa%20nr%20Barberton%20%28check%20ID%29.wav","http://bio.acousti.ca/content/982-platypleura-divisa","4.883033","26.4827","Platypleura divisa","Call (with extraneous noise)","","","110"
"bio.acousti.ca","11469","Edward Baker","111","2014-12-29 14:46","view","http://bio.acousti.ca/sites/default/files/MHV%20982%20P.divisa%20nr%20Barberton%20%28check%20ID%29.wav","http://bio.acousti.ca/content/982-platypleura-divisa","26.48277","34.58113","Platypleura divisa","Call","","","111"
"bio.acousti.ca","11469","Edward Baker","112","2014-12-29 14:47","view","http://bio.acousti.ca/sites/default/files/MHV%20982%20P.divisa%20nr%20Barberton%20%28check%20ID%29.wav","http://bio.acousti.ca/content/982-platypleura-divisa","34.58113","60.4","Platypleura divisa","Call (with extraneous noise)","","","112"
"bio.acousti.ca","10925","Edward Baker","117","2014-12-29 17:23","view","http://bio.acousti.ca/sites/default/files/593_9_Acherontis_styx_822r9.wav","http://bio.acousti.ca/node/10925","0","24.72105","Acherontia styx","Voice Introduction","","","117"
"bio.acousti.ca","10925","Edward Baker","118","2014-12-29 17:24","view","http://bio.acousti.ca/sites/default/files/593_9_Acherontis_styx_822r9.wav","http://bio.acousti.ca/node/10925","24.72105","37.12933","Acherontia styx","Call","","","118"
"bio.acousti.ca","11469","Edward Baker","119","2015-01-06 14:46","view","http://bio.acousti.ca/sites/default/files/MHV%20982%20P.divisa%20nr%20Barberton%20%28check%20ID%29.wav","http://bio.acousti.ca/content/982-platypleura-divisa","3","4","Platypleura divisa","Call","","","119"
"bio.acousti.ca","11778","Edward Baker","121","2015-01-16 16:28","view","http://bio.acousti.ca/sites/default/files/MHV%20973%20P.haglundi%20nr%20Barberton%20%232.wav","http://bio.acousti.ca/content/9732-platypleura-haglundi","3","4","Platypleura haglundi","Call","","","121"
"bio.acousti.ca","11780","Edward Baker","126","2015-02-23 10:53","view","http://bio.acousti.ca/sites/default/files/MHV%20847%20P.sp10%20nr%20Kagga%20Kama%20%232.wav","http://bio.acousti.ca/content/8472-platypleura-sp-10","0","5","Platypleura ""sp. 10""","Voice Introduction","","","126"
"bio.acousti.ca","11780","Edward Baker","127","2015-02-23 10:53","view","http://bio.acousti.ca/sites/default/files/MHV%20847%20P.sp10%20nr%20Kagga%20Kama%20%232.wav","http://bio.acousti.ca/content/8472-platypleura-sp-10","5","6","Platypleura ""sp. 10""","Call","","","127"
"bio.acousti.ca","10819","Bjorn","130","2015-03-15 18:16","view","http://bio.acousti.ca/sites/default/files/589_5_Chorthippus_brunneus_768r5.wav","http://bio.acousti.ca/node/10819","0","21.5","Chorthippus Glyptobothrus brunneus","Voice Introduction","","","130"
"bio.acousti.ca","10819","Bjorn","131","2015-03-15 18:30","view","http://bio.acousti.ca/sites/default/files/589_5_Chorthippus_brunneus_768r5.wav","http://bio.acousti.ca/node/10819","31","40","Chorthippus Glyptobothrus brunneus","Call","","","131"
"bio.acousti.ca","10819","Bjorn","135","2015-03-17 16:17","view","http://bio.acousti.ca/sites/default/files/589_5_Chorthippus_brunneus_768r5.wav","http://bio.acousti.ca/node/10819","31","39","Chorthippus Glyptobothrus brunneus","Call","","","135"
"bio.acousti.ca","9131","Edward Baker","146","2015-05-09 18:20","view","http://bio.acousti.ca/sites/default/files/399-11_Tettigonia_viridissima_412c_.wav","http://bio.acousti.ca/node/9131","15","30","Tettigonia viridissima","Call","","","146"
"bio.acousti.ca","12286","Edward Baker","148","2015-08-12 15:32","view","http://bio.acousti.ca/sites/default/files/09%20-%20Rana%20signata.wav","http://bio.acousti.ca/content/rgs-mulu-camp-i-pulchrana-signata","204.5","213.7","Pulchrana signata","Voice Introduction","","","148"
"bio.acousti.ca","12286","Edward Baker","149","2015-08-12 15:34","view","http://bio.acousti.ca/sites/default/files/09%20-%20Rana%20signata.wav","http://bio.acousti.ca/content/rgs-mulu-camp-i-pulchrana-signata","28.473","29.24","Pulchrana signata","Call","","","149"
"bio.acousti.ca","12250","Edward Baker","150","2015-08-12 15:49","view","http://bio.acousti.ca/sites/default/files/01%20-%20unidentified.%20Base%20Camp.wav","http://bio.acousti.ca/content/rgs-mulu-base-camp-hylarana-glandulosa","3.671","8.61","Hylarana glandulosa","Call","","","150"
"bio.acousti.ca","12250","Edward Baker","151","2015-08-12 15:50","view","http://bio.acousti.ca/sites/default/files/01%20-%20unidentified.%20Base%20Camp.wav","http://bio.acousti.ca/content/rgs-mulu-base-camp-hylarana-glandulosa","8.346","8.515","Hylarana glandulosa","Single echeme","","","151"
"bio.acousti.ca","12310","Edward Baker","152","2015-08-18 13:54","view","http://bio.acousti.ca/sites/default/files/16%20-%20Nesobia%20mjobergi.wav","http://bio.acousti.ca/content/rgs-mulu-nesobia-mjobergi-1","2.17","2.55","Leptobrachella brevicrus","Single echeme","","","152"
"bio.acousti.ca","12310","Edward Baker","153","2015-08-18 13:57","view","http://bio.acousti.ca/sites/default/files/16%20-%20Nesobia%20mjobergi.wav","http://bio.acousti.ca/content/rgs-mulu-nesobia-mjobergi-1","2.0","5.0","Leptobrachella brevicrus","Call","","","153"
"bio.acousti.ca","12284","Edward Baker","157","2015-08-18 15:46","view","http://bio.acousti.ca/sites/default/files/07%20-%20Nesobia%20mjobergi%20B.wav","http://bio.acousti.ca/content/rgs-mulu-camp-1-leptobrachella-parva-holotype","1","15","Leptobrachella parva","Call","","","157"
"bio.acousti.ca","11293","Edward Baker","168","2015-11-04 14:29","view","http://bio.acousti.ca/sites/default/files/Mole%20Cricket%2019-05-2014%20clip%20three%20%283%29%20%20BRIAN%20HARRISON.wav","http://bio.acousti.ca/node/11293","0.602893","0.726025","Gryllotalpa gryllotalpa","Call","","","168"
"bio.acousti.ca","12972","Edward Baker","169","2016-03-19 20:51","view","http://bio.acousti.ca/sites/default/files/magicicada_neotredecim_marshall_and_cooley_2000_holotype_male_song_phrase_1.WAV","http://bio.acousti.ca/content/recording-holotype-male-magicicada-neotredecim-one-song-phrase","0","2.691626","Magicicada neotredecim","Call","","","169"
"bio.acousti.ca","13717","llivermore","173","2016-08-08 11:31","view","http://bio.acousti.ca/sites/default/files/1004.WAV","http://bio.acousti.ca/content/walk-davy-down-riverside-park-nr-mardyke-river-north-stifford","1.879706","36.53950","","Call","","","173"
"bio.acousti.ca","13717","llivermore","174","2016-08-08 11:34","view","http://bio.acousti.ca/sites/default/files/1004.WAV","http://bio.acousti.ca/content/walk-davy-down-riverside-park-nr-mardyke-river-north-stifford","70.98161","72.68248","","Call","","","174"
"bio.acousti.ca","13717","llivermore","175","2016-08-08 12:26","view","http://bio.acousti.ca/sites/default/files/1004.WAV","http://bio.acousti.ca/content/walk-davy-down-riverside-park-nr-mardyke-river-north-stifford","150.0804","165.6373","","Call","","","175"
"bio.acousti.ca","13717","llivermore","176","2016-08-08 12:29","view","http://bio.acousti.ca/sites/default/files/1004.WAV","http://bio.acousti.ca/content/walk-davy-down-riverside-park-nr-mardyke-river-north-stifford","165.8087","179.8997","","Call","","","176"
"bio.acousti.ca","13717","llivermore","177","2016-08-08 12:34","view","http://bio.acousti.ca/sites/default/files/1004.WAV","http://bio.acousti.ca/content/walk-davy-down-riverside-park-nr-mardyke-river-north-stifford","182.6413","199.5554","","Call","","","177"
"bio.acousti.ca","9007","Edward Baker","196","2016-10-14 15:05","view","http://bio.acousti.ca/sites/default/files/375-7_Meconema_thalassinum_323_.wav","http://bio.acousti.ca/content/3757-meconema-thalassinum323","1.648405","44.60936","Meconema thalassinum","Voice Introduction","","","196"
"bio.acousti.ca","9007","Edward Baker","197","2016-10-14 15:07","view","http://bio.acousti.ca/sites/default/files/375-7_Meconema_thalassinum_323_.wav","http://bio.acousti.ca/content/3757-meconema-thalassinum323","49.08575","51.90755","Meconema thalassinum","Call","","","197"
"bio.acousti.ca","9009","Edward Baker","198","2016-10-14 15:13","view","http://bio.acousti.ca/sites/default/files/375-9_Meconema_thalassinum_324_.wav","http://bio.acousti.ca/content/3759-meconema-thalassinum324","0.672976","44.60768","Meconema thalassinum","Voice Introduction","","","198"
"bio.acousti.ca","9009","Edward Baker","200","2016-10-14 15:16","view","http://bio.acousti.ca/sites/default/files/375-9_Meconema_thalassinum_324_.wav","http://bio.acousti.ca/content/3759-meconema-thalassinum324","113.6833","414.9499","Meconema thalassinum","Call","","","200"
